,UserID,Buy_ticket,Yearly_avg_view_on_travel_page,preferred_device,total_likes_on_outstation_checkin_given,yearly_avg_Outstation_checkins,member_in_family,preferred_location_type,Yearly_avg_comment_on_travel_page,total_likes_on_outofstation_checkin_received,week_since_last_outstation_checkin,following_company_page,montly_avg_comment_on_company_page,working_flag,travelling_network_rating,number_of_adults,Daily_Avg_mins_spend_on_traveling_page
5959,1005960,No,349.0,Mobile,33085.0,5,2,Historical site,89.0,5026.0,8.0,Yes,33.0,Yes,4.0,1.0,16.0
5960,1005961,No,234.0,Mobile,29829.0,1,1,Beach,67.0,5138.0,1.0,Yes,15.0,No,3.0,2.0,10.0
5961,1005962,No,274.0,Mobile,42501.0,1,3,Historical site,35.0,2863.0,1.0,No,22.0,No,1.0,0.0,6.0
5962,1005963,No,418.0,Mobile,3894.0,1,2,Beach,74.0,10249.0,3.0,No,23.0,No,4.0,1.0,24.0
5963,1005964,No,292.0,Mobile,20064.0,6,3,Historical site,88.0,5333.0,7.0,Yes,23.0,No,4.0,3.0,17.0
5964,1005965,No,266.0,Mobile,40359.0,1,2,Historical site,105.0,4333.0,1.0,No,25.0,No,3.0,0.0,5.0
5965,1005966,No,425.0,Mobile,49005.0,7,3,Beach,56.0,7263.0,4.0,No,21.0,No,1.0,0.0,33.0
5966,1005967,No,185.0,Mobile,18940.0,2,1,Trekking,72.0,2329.0,3.0,No,25.0,No,3.0,1.0,3.0
5967,1005968,No,389.0,Mobile,15128.0,9,4,Beach,105.0,2086.0,3.0,No,28.0,Yes,2.0,2.0,10.0
5968,1005969,No,232.0,Mobile,10092.0,2,3,Beach,108.0,4156.0,1.0,No,26.0,No,1.0,3.0,11.0
5969,1005970,Yes,356.0,Mobile,23426.0,9,2,Historical site,74.0,9624.0,1.0,No,19.0,No,4.0,0.0,9.0
5970,1005971,No,310.0,Laptop,18559.0,1,4,Beach,90.0,13506.0,1.0,No,28.0,Yes,4.0,1.0,22.0
5971,1005972,No,388.0,Mobile,22125.0,21,4,Other,83.0,5445.0,0.0,Yes,26.0,Yes,4.0,0.0,11.0
5972,1005973,No,228.0,Mobile,46700.0,4,2,Historical site,67.0,5217.0,1.0,Yes,22.0,No,2.0,3.0,11.0
5973,1005974,No,352.0,Laptop,22341.0,1,3,Historical site,51.0,10682.0,2.0,Yes,21.0,No,3.0,1.0,21.0
5974,1005975,No,250.0,Mobile,38267.0,6,4,Historical site,93.0,5022.0,1.0,No,25.0,No,1.0,0.0,12.0
5975,1005976,No,411.0,Mobile,42598.0,2,4,Trekking,68.0,13553.0,9.0,No,24.0,No,1.0,1.0,16.0
5976,1005977,No,190.0,Mobile,47363.0,3,2,Other,41.0,5005.0,0.0,No,24.0,Yes,1.0,1.0,4.0
5977,1005978,No,216.0,Mobile,4211.0,4,3,Historical site,51.0,4232.0,1.0,No,26.0,No,2.0,0.0,5.0
5978,1005979,No,446.0,Mobile,23882.0,10,4,Historical site,44.0,13884.0,0.0,No,16.0,No,3.0,0.0,33.0
5979,1005980,No,337.0,Mobile,17124.0,23,3,Historical site,74.0,2054.0,4.0,No,17.0,No,3.0,1.0,17.0
5980,1005981,Yes,283.0,Mobile,28257.0,6,4,Trekking,74.0,2077.0,4.0,Yes,26.0,Yes,4.0,0.0,7.0
5981,1005982,No,243.0,Mobile,28956.0,1,1,Beach,77.0,2964.0,1.0,No,24.0,No,4.0,0.0,1.0
5982,1005983,Yes,154.0,Laptop,30494.0,6,3,Beach,69.0,2935.0,1.0,Yes,28.0,No,2.0,0.0,1.0
5983,1005984,No,261.0,Mobile,23281.0,6,4,Other,46.0,4816.0,1.0,No,17.0,No,3.0,0.0,16.0
5984,1005985,No,289.0,Mobile,36408.0,2,2,Beach,111.0,5172.0,5.0,No,21.0,No,4.0,1.0,17.0
5985,1005986,No,448.0,Mobile,49711.0,2,4,Trekking,38.0,16575.125,9.0,No,24.0,Yes,4.0,1.0,30.0
5986,1005987,No,385.0,Laptop,39035.0,1,3,Beach,76.0,16575.125,3.0,Yes,27.0,No,1.0,0.0,28.0
5987,1005988,Yes,199.0,Mobile,8408.0,5,3,Other,53.0,5752.0,1.0,Yes,19.0,No,4.0,0.0,6.0
5988,1005989,No,193.0,Mobile,44811.0,7,1,Historical site,69.0,2896.0,1.0,No,17.0,No,3.0,2.0,2.0
5989,1005990,No,175.0,Mobile,18700.0,15,3,Historical site,62.0,2877.0,1.0,No,21.0,No,3.0,0.0,1.0
5990,1005991,No,391.0,Laptop,50971.0,1,4,Historical site,40.0,7491.0,3.0,No,30.0,Yes,3.0,0.0,23.0
5991,1005992,Yes,259.0,Laptop,23038.0,7,3,Beach,76.0,6079.0,1.0,Yes,29.0,Yes,4.0,0.0,9.0
5992,1005993,No,409.0,Mobile,4980.0,26,3,Trekking,41.0,16575.125,2.0,Yes,15.0,No,3.0,0.0,23.0
5993,1005994,No,189.0,Mobile,39454.0,18,1,Beach,63.0,2781.0,0.0,No,23.0,No,3.0,1.0,6.0
5994,1005995,No,266.0,Mobile,36092.0,6,4,Beach,48.0,4508.0,6.0,No,22.0,No,3.0,1.0,12.0
5995,1005996,No,282.0,Mobile,41620.0,3,3,Beach,91.0,7436.0,2.0,No,20.0,No,1.0,0.0,12.0
5996,1005997,No,262.0,Mobile,47397.0,5,3,Historical site,54.0,11637.0,2.0,No,19.0,No,4.0,0.0,14.0
5997,1005998,No,274.0,Laptop,51356.0,11,2,Trekking,101.0,9750.0,0.0,No,26.0,No,3.0,1.0,10.0
5998,1005999,No,281.0,Mobile,32277.0,3,2,Beach,46.0,2842.0,5.0,No,31.0,Yes,1.0,1.0,7.0
5999,1006000,No,326.0,Laptop,13799.0,26,2,Beach,95.0,16575.125,1.0,Yes,19.0,No,4.0,2.0,25.0
6000,1006001,No,232.0,Laptop,45931.0,23,3,Beach,104.0,2616.0,1.0,No,32.0,Yes,3.0,3.0,10.0
6001,1006002,No,253.0,Mobile,26254.0,22,2,Other,99.0,6151.0,0.0,No,24.0,No,1.0,1.0,8.0
6002,1006003,Yes,428.0,Mobile,15443.0,14,4,Beach,82.0,4971.0,9.0,Yes,21.0,No,1.0,3.0,7.0
6003,1006004,No,386.0,Mobile,23952.0,6,3,Beach,61.0,16575.125,7.0,No,23.0,No,3.0,0.0,23.0
6004,1006005,Yes,242.0,Mobile,8726.0,6,4,Beach,84.0,6177.0,4.0,Yes,29.0,No,2.0,0.0,12.0
6005,1006006,No,207.0,Mobile,29438.0,6,3,Other,50.0,2372.0,1.0,No,23.0,No,3.0,0.0,5.0
6006,1006007,Yes,444.0,Mobile,5153.0,23,4,Historical site,103.0,10321.0,1.0,No,20.0,No,4.0,1.0,33.0
6007,1006008,Yes,153.0,Mobile,18490.0,22,1,Other,57.0,1678.0,1.0,Yes,26.0,No,4.0,0.0,0.0
6008,1006009,No,172.0,Mobile,20797.0,2,1,Trekking,110.0,2529.0,0.0,No,26.0,No,3.0,1.0,3.0
6009,1006010,No,372.0,Mobile,16459.0,20,4,Historical site,101.0,6576.0,1.0,No,19.0,No,3.0,0.0,16.0
6010,1006011,No,332.0,Laptop,33501.0,28,3,Historical site,77.0,4745.0,4.0,No,23.0,No,4.0,0.0,18.0
6011,1006012,No,379.0,Laptop,28326.0,12,3,Other,85.0,9216.0,4.0,No,14.0,No,4.0,0.0,16.0
6012,1006013,Yes,243.0,Mobile,18973.0,20,3,Beach,81.0,4565.0,3.0,Yes,16.0,No,3.0,1.0,4.0
6013,1006014,No,318.0,Mobile,28077.0,9,1,Beach,108.0,8199.0,3.0,Yes,20.0,No,3.0,1.0,12.0
6014,1006015,No,207.0,Mobile,47428.0,25,1,Beach,65.0,2945.0,1.0,No,30.0,Yes,4.0,1.0,8.0
6015,1006016,No,274.0,Mobile,7566.0,6,2,Historical site,96.0,4948.0,6.0,No,30.0,Yes,4.0,2.0,7.0
6016,1006017,Yes,390.0,Laptop,40261.0,8,4,Beach,56.0,10659.0,2.0,No,23.0,No,4.0,0.0,18.0
6017,1006018,No,301.0,Mobile,46522.0,4,4,Beach,59.0,5908.0,4.0,No,19.0,No,3.0,1.0,17.0
6018,1006019,No,193.0,Mobile,33570.0,28,3,Beach,47.0,8647.0,2.0,No,26.0,No,4.0,0.0,6.0
6019,1006020,No,235.0,Mobile,43408.0,9,3,Trekking,56.0,6351.0,0.0,Yes,22.0,No,4.0,0.0,12.0
6020,1006021,Yes,250.0,Mobile,36165.0,9,3,Historical site,44.0,4205.0,7.0,No,34.0,Yes,1.0,0.0,10.0
6021,1006022,No,349.0,Mobile,46067.0,29,3,Historical site,89.0,3455.0,5.0,No,25.0,No,2.0,0.0,9.0
6022,1006023,No,293.0,Mobile,12745.0,3,5,Trekking,35.0,4325.0,3.0,Yes,29.0,Yes,2.0,0.0,19.0
6023,1006024,No,229.0,Mobile,15333.0,18,3,Beach,78.0,2640.0,1.0,No,20.0,No,3.0,0.0,5.0
6024,1006025,No,245.0,Laptop,24118.0,9,2,Historical site,39.0,4680.0,0.0,No,28.0,No,4.0,3.0,9.0
6025,1006026,No,233.0,Mobile,7039.0,5,3,Trekking,87.0,3214.0,5.0,No,26.0,No,4.0,1.0,8.0
6026,1006027,No,234.0,Mobile,49950.0,2,1,Historical site,38.0,2726.0,0.0,No,21.0,No,4.0,0.0,6.0
6027,1006028,No,318.0,Laptop,30003.0,10,3,Beach,94.0,16575.125,4.0,No,25.0,No,2.0,1.0,21.0
6028,1006029,No,313.0,Mobile,32664.0,9,4,Beach,106.0,2242.0,2.0,No,28.0,Yes,4.0,1.0,7.0
6029,1006030,No,153.0,Mobile,41342.0,3,1,Historical site,84.0,1494.0,1.0,No,18.0,No,4.0,0.0,1.0
6030,1006031,No,306.0,Laptop,48837.0,26,3,Historical site,63.0,5608.0,1.0,No,20.0,No,1.0,1.0,20.0
6031,1006032,No,266.0,Mobile,23178.0,1,5,Other,99.0,7305.0,1.0,No,20.0,No,1.0,2.0,10.0
6032,1006033,No,409.0,Mobile,50269.0,6,2,Other,44.0,2313.0,2.0,Yes,26.0,Yes,4.0,1.0,13.0
6033,1006034,No,345.0,Mobile,6801.0,9,3,Beach,71.0,2358.0,8.0,No,28.0,No,3.0,1.0,20.0
6034,1006035,No,243.0,Laptop,33851.0,8,3,Other,51.0,9009.0,1.0,No,17.0,No,4.0,0.0,9.0
6035,1006036,No,230.0,Mobile,52370.0,1,1,Trekking,44.0,4330.0,1.0,No,23.0,No,1.0,1.0,10.0
6036,1006037,No,386.0,Mobile,40921.0,7,4,Historical site,42.0,6137.0,2.0,No,21.0,No,3.0,0.0,10.0
6037,1006038,No,441.0,Mobile,40082.0,9,3,Historical site,82.0,3358.0,4.0,Yes,32.0,Yes,2.0,1.0,9.0
6038,1006039,No,310.0,Mobile,22062.0,4,4,Other,71.0,10865.0,7.0,No,20.0,No,1.0,1.0,15.0
6039,1006040,No,261.0,Laptop,10616.0,2,4,Other,83.0,2240.0,6.0,No,25.0,No,4.0,1.0,6.0
6040,1006041,No,176.0,Mobile,43971.0,19,1,Historical site,91.0,2330.0,1.0,No,27.0,Yes,1.0,2.0,2.0
6041,1006042,No,211.0,Mobile,24196.0,9,3,Historical site,60.0,2031.0,6.0,No,28.0,No,4.0,1.0,6.0
6042,1006043,No,213.0,Mobile,15407.0,21,3,Historical site,46.0,2720.0,1.0,No,23.0,No,3.0,1.0,5.0
6043,1006044,No,433.0,Mobile,11701.0,24,2,Beach,86.0,9444.0,3.0,Yes,22.0,No,2.0,1.0,12.0
6044,1006045,No,208.0,Mobile,50757.0,3,3,Historical site,86.0,2575.0,1.0,Yes,26.0,No,4.0,1.0,1.0
6045,1006046,No,387.0,Mobile,50826.0,11,3,Beach,62.0,16575.125,3.0,No,26.0,No,2.0,0.0,21.0
6046,1006047,No,316.0,Mobile,16281.0,14,3,Beach,63.0,2455.0,4.0,No,19.0,No,1.0,1.0,13.0
6047,1006048,No,234.0,Mobile,46877.0,5,3,Beach,48.0,9423.0,2.0,No,19.0,No,3.0,1.0,12.0
6048,1006049,No,289.0,Mobile,24577.0,1,4,Beach,62.0,8697.0,4.0,No,33.0,Yes,3.0,0.0,12.0
6049,1006050,No,244.0,Mobile,4205.0,6,5,Beach,48.0,3050.0,3.0,No,27.0,Yes,1.0,0.0,8.0
6050,1006051,No,207.0,Mobile,40506.0,17,3,Trekking,58.0,3070.0,0.0,Yes,26.0,No,4.0,1.0,6.0
6051,1006052,Yes,147.0,Laptop,21081.0,1,1,Trekking,103.0,2333.0,0.0,No,33.0,Yes,1.0,0.0,1.0
6052,1006053,No,280.0,Laptop,51804.0,3,2,Historical site,41.0,2096.0,4.0,No,18.0,No,3.0,0.0,13.0
6053,1006054,No,230.0,Mobile,3897.0,9,3,Historical site,71.0,3080.0,1.0,No,23.0,No,3.0,2.0,12.0
6054,1006055,No,342.0,Mobile,44386.0,4,2,Beach,42.0,5016.0,4.0,Yes,18.0,No,1.0,1.0,9.0
6055,1006056,No,424.0,Mobile,24965.0,8,3,Beach,78.0,4264.0,4.0,Yes,30.0,No,3.0,1.0,19.0
6056,1006057,No,252.0,Mobile,4694.0,2,3,Beach,97.0,2503.0,0.0,No,24.0,No,1.0,0.0,4.0
6057,1006058,Yes,148.0,Mobile,10613.0,2,3,Beach,51.0,1108.0,1.0,No,28.0,Yes,3.0,0.0,1.0
6058,1006059,No,356.0,Mobile,18414.0,1,2,Other,95.0,10457.0,1.0,No,31.0,Yes,3.0,3.0,24.0
6059,1006060,No,291.0,Mobile,48305.0,9,2,Beach,87.0,2299.0,1.0,No,22.0,No,3.0,0.0,2.0
6060,1006061,No,245.0,Mobile,4911.0,12,1,Historical site,100.0,3940.0,8.0,Yes,33.0,Yes,3.0,1.0,7.0
6061,1006062,No,263.0,Mobile,22024.0,27,2,Historical site,107.0,2317.0,2.0,No,20.0,No,4.0,0.0,9.0
6062,1006063,Yes,317.0,Mobile,47472.0,20,2,Other,80.0,3145.0,1.0,Yes,25.0,Yes,4.0,0.0,4.0
6063,1006064,No,386.0,Mobile,11492.0,1,3,Historical site,90.0,3699.0,2.0,No,26.0,No,4.0,1.0,5.0
6064,1006065,No,408.0,Mobile,37943.0,13,2,Historical site,60.0,4461.0,1.0,No,15.0,No,3.0,2.0,5.0
6065,1006066,No,256.0,Mobile,32593.0,14,3,Historical site,82.0,2759.0,1.0,No,25.0,No,4.0,1.0,8.0
6066,1006067,No,303.0,Mobile,34619.0,4,1,Historical site,50.0,16575.125,1.0,No,19.0,No,2.0,1.0,21.0
6067,1006068,No,417.0,Mobile,24227.0,14,4,Historical site,64.0,16575.125,8.0,No,15.0,No,4.0,0.0,33.0
6068,1006069,No,263.0,Laptop,37422.0,2,1,Beach,49.0,9555.0,1.0,No,27.0,No,3.0,0.0,10.0
6069,1006070,No,391.0,Mobile,10958.0,3,3,Historical site,109.0,13737.0,3.0,No,22.0,No,3.0,0.0,21.0
6070,1006071,No,395.0,Mobile,24475.0,1,4,Beach,69.0,16575.125,0.0,No,23.0,No,1.0,1.0,33.0
6071,1006072,No,209.0,Mobile,31298.0,9,3,Historical site,105.0,2285.0,1.0,No,21.0,No,4.0,0.0,7.0
6072,1006073,Yes,274.0,Mobile,19464.0,23,2,Beach,60.0,5923.0,3.0,Yes,17.0,No,1.0,0.0,8.0
6073,1006074,No,331.0,Mobile,47051.0,7,3,Historical site,44.0,2092.0,4.0,No,17.0,No,4.0,3.0,7.0
6074,1006075,No,349.0,Mobile,41832.0,2,2,Historical site,69.0,16575.125,9.0,No,28.0,Yes,4.0,1.0,22.0
6075,1006076,No,290.0,Mobile,10161.0,21,3,Beach,75.0,3570.0,1.0,Yes,15.0,No,1.0,1.0,8.0
6076,1006077,No,269.0,Laptop,4834.0,2,3,Historical site,48.0,4432.0,5.0,No,20.0,No,4.0,0.0,10.0
6077,1006078,No,319.0,Mobile,32418.0,21,2,Historical site,48.0,5270.0,2.0,No,27.0,No,2.0,1.0,11.0
6078,1006079,No,289.0,Mobile,44143.0,2,4,Beach,96.0,6558.0,9.0,No,24.0,No,2.0,0.0,14.0
6079,1006080,No,295.0,Mobile,37944.0,29,3,Trekking,64.0,6267.0,3.0,No,30.0,No,1.0,1.0,9.0
6080,1006081,No,215.0,Laptop,16526.0,1,1,Trekking,65.0,4309.0,5.0,No,28.0,No,3.0,1.0,6.0
6081,1006082,No,373.0,Mobile,35082.0,18,4,Beach,95.0,6813.0,1.0,Yes,25.0,No,1.0,2.0,7.0
6082,1006083,No,267.0,Laptop,30739.0,10,4,Historical site,54.0,3827.0,1.0,Yes,26.0,No,4.0,1.0,5.0
6083,1006084,No,307.0,Mobile,31678.0,19,2,Historical site,106.0,2751.0,8.0,Yes,22.0,No,3.0,1.0,15.0
6084,1006085,Yes,296.0,Mobile,41306.0,29,1,Historical site,79.0,6679.0,7.0,Yes,31.0,No,2.0,0.0,17.0
6085,1006086,Yes,229.0,Mobile,4241.0,27,3,Other,45.0,7643.0,1.0,No,28.0,Yes,4.0,3.0,10.0
6086,1006087,No,173.0,Mobile,39763.0,5,3,Beach,71.0,2334.0,1.0,Yes,21.0,No,1.0,1.0,4.0
6087,1006088,No,280.0,Laptop,22230.0,18,1,Historical site,76.0,2164.0,1.0,No,25.0,No,1.0,0.0,8.0
6088,1006089,No,310.0,Mobile,40296.0,9,5,Beach,70.0,4886.0,9.0,No,21.0,No,4.0,1.0,5.0
6089,1006090,No,350.0,Mobile,22546.0,1,4,Historical site,101.0,9408.0,7.0,No,20.0,No,3.0,1.0,17.0
6090,1006091,Yes,244.0,Mobile,36583.0,4,4,Historical site,41.0,10404.0,1.0,No,23.0,No,3.0,0.0,14.0
6091,1006092,No,236.0,Mobile,29020.0,1,1,Beach,100.0,8478.0,1.0,No,27.0,Yes,3.0,0.0,12.0
6092,1006093,No,211.0,Laptop,43476.0,20,3,Beach,95.0,9986.0,1.0,No,22.0,No,4.0,0.0,7.0
6093,1006094,No,388.0,Mobile,51425.0,8,4,Beach,87.0,12496.0,5.0,No,21.0,No,4.0,2.0,16.0
6094,1006095,Yes,234.0,Mobile,35187.0,3,3,Trekking,99.0,2661.0,5.0,Yes,22.0,No,3.0,0.0,8.0
6095,1006096,No,318.0,Mobile,31365.0,6,3,Beach,80.0,13603.0,3.0,Yes,29.0,No,3.0,0.0,16.0
6096,1006097,Yes,231.0,Laptop,11693.0,26,4,Other,60.0,6706.0,5.0,No,21.0,No,3.0,0.0,9.0
6097,1006098,Yes,222.0,Mobile,34724.0,1,3,Trekking,90.0,2065.0,0.0,No,18.0,No,4.0,0.0,7.0
6098,1006099,No,341.0,Mobile,36824.0,6,3,Historical site,64.0,8875.0,6.0,No,16.0,No,4.0,0.0,23.0
6099,1006100,No,417.0,Mobile,40151.0,3,3,Other,59.0,5943.0,2.0,No,23.0,No,4.0,1.0,16.0
6100,1006101,No,277.0,Mobile,48870.0,5,2,Beach,67.0,5923.0,8.0,No,27.0,No,4.0,0.0,16.0
6101,1006102,No,255.0,Mobile,5151.0,4,4,Historical site,59.0,2630.0,6.0,No,27.0,Yes,4.0,0.0,7.0
6102,1006103,No,287.0,Laptop,23212.0,11,3,Other,57.0,12195.0,1.0,Yes,24.0,No,3.0,3.0,10.0
6103,1006104,No,297.0,Mobile,4175.0,3,3,Beach,83.0,10620.0,0.0,No,24.0,No,3.0,2.0,17.0
6104,1006105,No,239.0,Mobile,34270.0,1,4,Historical site,96.0,4348.0,0.0,No,15.0,No,4.0,1.0,6.0
6105,1006106,No,446.0,Mobile,4980.0,3,3,Beach,78.0,2188.0,3.0,No,23.0,No,1.0,1.0,7.0
6106,1006107,No,282.0,Laptop,11168.0,4,4,Other,48.0,2799.0,4.0,No,20.0,No,3.0,1.0,13.0
6107,1006108,No,222.0,Laptop,49466.0,1,1,Historical site,53.0,7925.0,1.0,No,26.0,No,4.0,1.0,11.0
6108,1006109,No,269.0,Laptop,33044.0,1,3,Other,95.0,8801.0,1.0,No,17.0,No,1.0,0.0,10.0
6109,1006110,Yes,227.0,Mobile,31364.0,18,1,Historical site,98.0,2395.0,1.0,Yes,18.0,No,3.0,0.0,4.0
6110,1006111,No,401.0,Mobile,46312.0,2,3,Beach,92.0,3215.0,7.0,No,25.0,No,2.0,0.0,6.0
6111,1006112,No,324.0,Mobile,18624.0,4,2,Trekking,67.0,16575.125,1.0,No,14.0,No,4.0,0.0,22.0
6112,1006113,No,454.0,Mobile,28633.0,6,2,Historical site,61.0,2279.0,8.0,No,26.0,No,4.0,0.0,7.0
6113,1006114,No,387.0,Mobile,29902.0,1,4,Historical site,79.0,16575.125,3.0,No,16.0,No,3.0,1.0,32.0
6114,1006115,Yes,252.0,Mobile,28459.0,14,3,Historical site,69.0,2444.0,5.0,Yes,17.0,No,3.0,1.0,8.0
6115,1006116,No,326.0,Mobile,36195.0,16,3,Other,88.0,16070.0,5.0,Yes,30.0,Yes,3.0,1.0,22.0
6116,1006117,Yes,256.0,Mobile,16278.0,2,2,Beach,43.0,2718.0,7.0,No,27.0,Yes,1.0,0.0,13.0
6117,1006118,No,399.0,Mobile,26996.0,2,4,Beach,90.0,16575.125,1.0,Yes,25.0,No,4.0,0.0,33.0
6118,1006119,No,251.0,Mobile,49038.0,4,2,Beach,60.0,3937.0,2.0,No,17.0,No,1.0,1.0,6.0
6119,1006120,Yes,244.0,Mobile,18031.0,1,3,Beach,65.0,3733.0,0.0,Yes,22.0,No,4.0,0.0,4.0
6120,1006121,No,299.0,Mobile,50092.0,1,4,Historical site,105.0,2240.0,7.0,No,18.0,No,3.0,3.0,7.0
6121,1006122,No,249.0,Mobile,34171.0,26,4,Other,105.0,4474.0,0.0,No,23.0,No,1.0,0.0,4.0
6122,1006123,No,319.0,Mobile,49397.0,19,2,Beach,39.0,3081.0,2.0,No,27.0,No,1.0,2.0,17.0
6123,1006124,No,312.0,Mobile,45503.0,24,2,Trekking,74.0,3331.0,1.0,No,28.0,No,1.0,2.0,9.0
6124,1006125,No,344.0,Mobile,8831.0,1,3,Other,81.0,16575.125,0.0,No,17.0,No,3.0,1.0,25.0
6125,1006126,No,244.0,Laptop,46448.0,3,4,Historical site,83.0,13678.0,9.0,No,15.0,No,1.0,1.0,9.0
6126,1006127,No,258.0,Mobile,29123.0,5,4,Beach,70.0,2921.0,1.0,No,21.0,No,3.0,1.0,2.0
6127,1006128,No,259.0,Mobile,16455.0,2,4,Beach,92.0,5965.0,6.0,No,17.0,No,2.0,1.0,13.0
6128,1006129,No,281.0,Mobile,35605.0,1,2,Historical site,93.0,3923.0,2.0,No,22.0,No,1.0,1.0,17.0
6129,1006130,No,348.0,Laptop,41975.0,7,4,Beach,81.0,6437.0,4.0,No,25.0,No,4.0,1.0,9.0
6130,1006131,Yes,289.0,Laptop,17651.0,10,3,Historical site,73.0,10060.0,6.0,No,14.0,No,2.0,2.0,17.0
6131,1006132,No,305.0,Laptop,17678.0,2,4,Trekking,70.0,10949.0,0.0,No,35.0,Yes,4.0,0.0,20.0
6132,1006133,No,226.0,Mobile,23285.0,15,3,Beach,71.0,2343.0,1.0,No,28.0,No,1.0,0.0,6.0
6133,1006134,No,318.0,Mobile,32068.0,17,2,Beach,93.0,6551.0,3.0,Yes,25.0,No,3.0,0.0,10.0
6134,1006135,No,221.0,Mobile,43655.0,20,2,Other,51.0,6934.0,2.0,No,21.0,No,4.0,1.0,10.0
6135,1006136,No,193.0,Mobile,23984.0,1,3,Beach,72.0,4906.0,0.0,No,20.0,No,4.0,2.0,5.0
6136,1006137,No,319.0,Mobile,9424.0,2,3,Historical site,66.0,2599.0,0.0,Yes,23.0,No,3.0,1.0,10.0
6137,1006138,No,305.0,Mobile,49570.0,2,2,Historical site,55.0,16575.125,0.0,No,24.0,No,4.0,1.0,22.0
6138,1006139,No,394.0,Mobile,29161.0,1,3,Beach,107.0,2728.0,1.0,No,17.0,No,2.0,0.0,1.0
6139,1006140,Yes,238.0,Laptop,10754.0,29,2,Historical site,78.0,3484.0,0.0,No,23.0,No,2.0,0.0,6.0
6140,1006141,No,245.0,Laptop,45890.0,7,3,Beach,108.0,2799.0,1.0,No,28.0,Yes,3.0,0.0,5.0
6141,1006142,No,293.0,Mobile,46457.0,2,2,Beach,45.0,5257.0,3.0,No,26.0,No,4.0,1.0,13.0
6142,1006143,No,246.0,Mobile,4483.0,2,1,Trekking,89.0,2187.0,4.0,No,17.0,No,4.0,0.0,9.0
6143,1006144,No,348.0,Mobile,17085.0,2,3,Trekking,83.0,16575.125,3.0,Yes,23.0,No,2.0,1.0,28.0
6144,1006145,Yes,213.0,Mobile,18521.0,2,4,Beach,91.0,3489.0,2.0,No,20.0,No,3.0,0.0,5.0
6145,1006146,No,226.0,Mobile,42362.0,2,3,Historical site,81.0,6650.0,2.0,No,24.0,No,2.0,2.0,10.0
6146,1006147,No,239.0,Mobile,51213.0,23,3,Historical site,74.0,5585.0,0.0,No,25.0,Yes,2.0,1.0,10.0
6147,1006148,No,200.0,Mobile,23635.0,5,2,Beach,88.0,4012.0,1.0,No,23.0,No,4.0,2.0,6.0
6148,1006149,No,349.0,Mobile,48478.0,20,2,Historical site,85.0,13500.0,0.0,Yes,17.0,No,2.0,0.0,21.0
6149,1006150,No,280.0,Mobile,49108.0,6,3,Beach,57.0,3220.0,0.0,No,21.0,No,3.0,1.0,16.0
6150,1006151,No,424.0,Mobile,15831.0,1,3,Historical site,91.0,16575.125,0.0,Yes,24.0,No,3.0,0.0,33.0
6151,1006152,Yes,363.0,Mobile,23315.0,29,4,Beach,94.0,11856.0,1.0,Yes,15.0,No,4.0,1.0,10.0
6152,1006153,No,221.0,Mobile,40536.0,9,3,Historical site,97.0,2081.0,1.0,No,30.0,Yes,4.0,1.0,5.0
6153,1006154,No,283.0,Mobile,7987.0,6,4,Historical site,109.0,6512.0,4.0,No,25.0,No,2.0,1.0,7.0
6154,1006155,No,165.0,Mobile,34869.0,3,2,Historical site,110.0,3239.0,1.0,No,28.0,No,1.0,0.0,3.0
6155,1006156,No,286.0,Mobile,25485.0,1,4,Historical site,83.0,13606.0,2.0,Yes,22.0,No,1.0,2.0,15.0
6156,1006157,No,267.0,Mobile,46035.0,22,3,Beach,74.0,12000.0,7.0,No,21.0,No,2.0,1.0,10.0
6157,1006158,No,295.0,Mobile,11278.0,7,2,Historical site,52.0,5616.0,1.0,Yes,36.0,Yes,3.0,1.0,8.0
6158,1006159,No,206.0,Laptop,51771.0,1,3,Beach,89.0,6400.0,1.0,No,29.0,Yes,1.0,1.0,6.0
6159,1006160,No,383.0,Mobile,27901.0,4,1,Beach,100.0,16575.125,3.0,No,18.0,No,1.0,2.0,28.0
6160,1006161,No,401.0,Mobile,37456.0,3,4,Historical site,56.0,16575.125,3.0,Yes,19.0,No,4.0,3.0,21.0
6161,1006162,No,323.0,Mobile,22236.0,1,1,Beach,110.0,4911.0,1.0,No,34.0,Yes,3.0,0.0,20.0
6162,1006163,No,227.0,Laptop,15482.0,2,2,Beach,47.0,4559.0,1.0,No,30.0,No,1.0,0.0,10.0
6163,1006164,No,420.0,Mobile,5148.0,20,2,Trekking,46.0,5422.0,3.0,Yes,23.0,No,4.0,1.0,12.0
6164,1006165,No,205.0,Laptop,17364.0,11,2,Historical site,63.0,4747.0,1.0,Yes,23.0,No,3.0,1.0,5.0
6165,1006166,No,287.0,Mobile,48030.0,1,3,Beach,45.0,2120.0,1.0,No,17.0,No,2.0,0.0,17.0
6166,1006167,Yes,339.0,Laptop,32207.0,24,3,Beach,53.0,3165.0,3.0,Yes,31.0,Yes,4.0,1.0,19.0
6167,1006168,No,296.0,Mobile,24092.0,23,4,Beach,89.0,5755.0,9.0,No,25.0,No,2.0,1.0,10.0
6168,1006169,Yes,201.0,Mobile,50719.0,16,4,Historical site,51.0,2383.0,2.0,Yes,17.0,No,4.0,1.0,5.0
